Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	E_U (cm^-1)	E_U (K)	Linelist
15N17O	Nitric oxide	2158.94860	0.0206			J=9/2-9/2,p=-1-1,F1=3-3,F2=3-4	-11.63700		37.61360	54.11793	37.68561	54.22155	CDMS
15N17O	Nitric oxide	2159.19960	0.0232			J=15/2-15/2,p=1--1,F1=10-9,F2=11-10	-12.53690		98.76940	142.10806	98.84142	142.21169	CDMS
CH2OO	Methylene peroxide	2159.33330	0.0533			43(7,36)-43(7,37)	-8.47850		842.12050	1211.63144	842.19253	1211.73507	JPL
o-c-SiC3	3-Silanetetrayl-1,2-Propadienylidene	2159.56880	0.0056			4(4,0)-4(4,1)	-7.29140		7.94660	11.43346	8.01864	11.53710	CDMS
N17O	Nitric oxide	2159.66810	0.0424			J=9/2-9/2,&Omega;=1/2,F1=3/2+-3/2-,F2=1/2+-1/2-	-11.76810		39.01340	56.13195	39.08544	56.23559	CDMS
GA-n-C4H9CN	n-Butyl cyanide	2159.80690	0.0019			20(5,16)-19(6,13)	-8.45340		73.54200	105.81067	73.61404	105.91433	CDMS
N17O	Nitric oxide	2159.94690	0.0222			J=11/2-11/2,&Omega;=3/2,F1=15/2+-17/2-,F2=17/2+-19/2-	-12.53210		78.05150	112.29943	78.12355	112.40309	CDMS
H2Ov2,2v2,v1,v3	Water			2159.98000	0.3	4(2,2),v2=1-5(1,5),v2=1	-11.16300		1922.82910	2766.52583	1922.90115	2766.62949	JPL
CH3CH2C15N	Ethyl Cyanide	2160.13050	2.6869			9(2,7)-9(2,8)	-8.03990		16.13460	23.21396	16.20665	23.31763	JPL
15N18O	Nitric oxide	2160.43380	0.0006			J=11/2-11/2,&Omega;=3/2,F=13/2--13/2+	-10.29090		73.31850	105.48965	73.39056	105.59334	CDMS
NO	Nitric oxide			2160.48700	0.005	J=13/2-13/2,&Omega;=1/2,F=15/2+-13/2-	-11.91600		58.48970	84.15418	58.56177	84.25787	CDMS
NO	Nitric oxide	2160.49350	0.0009			J=11/2,&Omega;=1/2,F=11/2+-13/2-	-11.91600		58.48970	84.15315	58.56177	84.25683	JPL
SHv=0	Mercapto radical			2160.53180	0.001	J=9/2,&Omega;=3/2,F=4--5+	-8.95440		193.62630	278.58345	193.69837	278.68714	JPL
SHv=0	Mercapto radical			2160.53180	0.001	N=4,J=9/2-9/2,p=-1-1,F=4-5	-8.95440		193.62610	278.58658	193.69817	278.69027	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	2160.74490	0.0106			12(6,6)-12(6,7)	-7.68150		17.39350	25.02553	17.46557	25.12923	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2160.79870	0.0047			48(8,41)-48(7,41)	-9.68430		421.26520	606.10317	421.33728	606.20687	JPL
NH2CHO	Formamide	2160.91450	0.0001			36(6,30)-36(6,31)	-8.25020		547.40190	787.59435	547.47398	787.69806	CDMS
HDCO	Formaldehyde	2161.34420	0.0375			29(6,23)-29(6,24)	-9.05620		1136.90830	1635.74803	1136.98039	1635.85176	JPL
COF2	Carbonyl fluoride	2161.36570	0.0018			19(19,0)-19(19,1)	-7.74050		149.30280	214.81219	149.37490	214.91592	JPL
CH318OHvt=0,1&2	Methanol	2161.37700	0.22			28(-7,21)-27(-8,19)E,vt=0	-9.30970		808.37600	1163.06605	808.44810	1163.16978	CDMS
HDCO	Formaldehyde	2161.64210	0.0006			29(6,23)-29(6,24)	-9.05830		1136.08500	1634.58353	1136.15710	1634.68728	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	2162.13140	0.0007			7(1,7)-7(0,7)	-9.60340		113.13180	162.77049	113.20392	162.87425	JPL
i-C3H7CN	iso-propyl cyanide	2163.51960	0.0055			67(23,44)-67(23,45)	-8.51470		613.37160	882.51065	613.44377	882.61449	CDMS
H35ClCO	Formyl Chloride	2163.82850	0.0139			6(0,6)-5(1,5),F=13/2-13/2	-9.90950		8.20630	11.80697	8.27848	11.91081	JPL
H2SO4	Sulfuric acid	2164.71890	2.0463			77(38,40)-77(37,40)	-9.33200		1004.23440	1444.86098	1004.30661	1444.96487	JPL
CH3CHNH2COOH-I	&alpha;-Alanine	2164.74690	0.0854			28(12,16)-28(12,17)	-9.41420		85.91630	123.61368	85.98851	123.71757	CDMS
HDCO	Formaldehyde	2165.18500	0.0003			22(5,17)-22(5,18)	-8.14940		683.42450	983.30181	683.49672	983.40572	CDMS
CH3CHNH2COOH-I	&alpha;-Alanine	2165.25140	0.2532			41(17,24)-41(17,25)	-9.49600		181.04900	260.48763	181.12123	260.59154	CDMS
c-C5H5N	Pyridine	2165.32500	0.0005			19(17,2)-19(17,3)	-7.78160		74.16470	106.70660	74.23693	106.81052	CDMS
HDCO	Formaldehyde	2165.33280	0.0212			22(5,17)-22(5,18)	-8.14680		683.85270	983.90583	683.92493	984.00975	JPL
H35ClCO	Formyl Chloride	2166.83080	0.0107			6(0,6)-5(1,5),F=11/2-13/2	-11.79510		8.20630	11.80697	8.27858	11.91096	JPL
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	2167.08160	0.0189			54(19,35)-54(19,36),v=0-1	-9.12100		391.56220	563.37433	391.63449	563.47833	CDMS
c-C5H5N	Pyridine	2167.19550	0.002			32(28,4)-32(28,5)	-7.65670		205.68800	295.93954	205.76029	296.04355	CDMS
CHOCHOHCH2OH	Glyceraldehyde	2167.20590	0.0017			9(2,8)-9(1,8)	-8.10200		8.04860	11.58022	8.12089	11.68423	CDMS
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	2167.26800	0.002			8(4,4)-8(4,5)	-9.47390		7.71470	11.09980	7.78699	11.20382	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2167.42610	0.0135			24(6,18)-23(8,15)	-10.68680		113.87950	163.84626	113.95180	163.95028	JPL
c-H213CCCO	Cyclopropenone	2168.08020	0.0011			14(4,10)-14(4,11)	-7.38490		61.85470	88.99569	61.92702	89.09975	CDMS
c-C6H5OH	Phenol	2168.10050	0.002			6(1,6)-5(2,3),v=1-0	-10.73070		2.78760	4.01074	2.85992	4.11479	CDMS
HC4CHO	Pentadiynal	2168.23040	0.0154			11(1,10)-11(1,11)	-9.52370		7.59200	10.92321	7.66432	11.02727	CDMS
c-C6H5OH	Phenol	2168.32890	0.0028			25(18,8)-26(17,9),v=1-0	-10.27040		85.30520	122.73532	85.37753	122.83938	CDMS
c-C6H5OH	Phenol	2168.32890	0.0028			25(18,7)-26(17,10),v=1-0	-10.27040		85.30520	122.73532	85.37753	122.83938	CDMS
CH318OHvt=0,1&2	Methanol	2168.33700	17.8			30(13,18)-29(11,18)E,vt=0-vt=1	-12.42200		1304.41200	1876.74711	1304.48433	1876.85117	CDMS
CHD2CN	Methyl cyanide	2169.17970	0.0017			22(2,20)-22(2,21)	-8.11800		150.84400	217.03228	150.91636	217.13639	CDMS
H213CO	Formaldehyde	2169.30730	0.0011			37(6,31)-37(6,32)	-11.05270		1959.27940	2818.94980	1959.35176	2819.05391	CDMS
H213CO	Formaldehyde	2169.30730	0.0011			37(6,31)-37(6,32)	-11.05270		1959.27940	2818.94980	1959.35176	2819.05391	JPL
HNO3v5=1/v9=2	Nitric acid	2169.42580	0.0028			24(20,4)-24(20,5),F=24-24,v9=2	-9.99350		1140.25490	1640.56301	1140.32726	1640.66713	JPL
HNO3v5=1/v9=2	Nitric acid	2169.42580	0.0028			24(20,4)-24(20,5),F=25-25,v9=2	-9.97540		1140.25490	1640.56301	1140.32726	1640.66713	JPL
C3H6O2	Hydroxyacetone	2169.97190	0.0687			34(10,24)-34(10,25)A	-8.83230		158.13810	227.52693	158.21048	227.63107	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2170.95070	0.0019			19(2,17)-18(5,14)	-9.77670		41.72580	60.03451	41.79822	60.13870	CDMS
HCCCH2NH2	Propargylamine	2171.82100	0.0012			27(4,23)-27(4,24)	-9.74970		124.10920	178.56569	124.18164	178.66992	CDMS
H2SO4	Sulfuric acid	2172.64030	0.0585			17(10,8)-17(9,8)	-8.41830		51.30480	73.81574	51.37727	73.92001	JPL
GGag'g'-CH2(OH)CH(OH)CH2OH	Glycerol	2173.00930	0.2188			45(9,36)-45(9,37)	-9.11680		160.51790	230.95096	160.59038	231.05524	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	2173.11200	0.0128			9(6,4)-10(5,6)	-11.41610		331.49340	476.94232	331.56589	477.04661	JPL
c-H2C318O	Cyclopropenone	2173.17610	0.0072			44(9,35)-44(9,36)	-7.97390		512.05600	736.73916	512.12849	736.84345	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	2173.19350	0.0128			9(6,3)-10(5,6)	-10.72680		331.49340	476.94232	331.56589	477.04661	JPL
H2NCH2COOH-Iv=1	Glycine	2173.63350	2.0955			15(3,12)-16(2,15),F=15-16	-10.60930		102.54570	147.53954	102.61820	147.64386	JPL
37ClOv=0	Chlorine monoxide	2173.78880	0.1114			J=5/2,&Omega;=1/2,F=4-4,l=e	-9.12600		324.57900	466.99409	324.65151	467.09842	JPL
NH2CH2CH2OHv27=2	Aminoethanol	2174.02990	0.2669			33(19,14)-34(18,16)	-11.14820		467.00660	671.91446	467.07912	672.01880	JPL
NH2CH2CH2OHv27=2	Aminoethanol	2174.02990	0.2669			33(19,14)-34(18,17)	-10.46250		467.00660	671.91446	467.07912	672.01880	JPL
NH2CH2CH2OHv27=2	Aminoethanol	2174.02990	0.2669			33(19,15)-34(18,16)	-10.46250		467.00660	671.91446	467.07912	672.01880	JPL
NH2CH2CH2OHv27=2	Aminoethanol	2174.02990	0.2669			33(19,15)-34(18,17)	-11.14820		467.00660	671.91446	467.07912	672.01880	JPL
H35ClCO	Formyl Chloride	2174.19030	0.0044			6(0,6)-5(1,5),F=13/2-11/2	-8.50760		8.20590	11.80639	8.27842	11.91074	JPL
H35ClCO	Formyl Chloride	2174.26830	0.0031			6(0,6)-5(1,5),F=11/2-9/2	-8.58430		8.20600	11.80654	8.27853	11.91088	JPL
cis-CH2OHCHOv=0	Glycolaldehyde	2174.39840	0.0075			15(8,8)-16(7,9)	-8.68460		73.28050	105.43498	73.35303	105.53933	JPL
cis-CH2OHCHOv=0	Glycolaldehyde	2174.41650	0.0083			15(8,8)-16(7,9)	-8.40470		73.28050	105.43369	73.35303	105.53804	CDMS
HNO3v8=1	Nitric acid	2174.45820	0.0056			10(9,1)-10(9,2),F=9-9	-9.61310		808.49340	1163.23497	808.56593	1163.33932	JPL
HNO3v8=1	Nitric acid	2174.46570	0.0044			10(9,1)-10(9,2),F=11-11	-9.52930		808.49340	1163.23497	808.56593	1163.33932	JPL
HCCCH2OH	Propargyl Alcohol	2174.47470	0.0012			18(3,15)-18(3,16),vt=1-1	-9.45200		81.13440	116.73363	81.20693	116.83799	JPL
HNO3v8=1	Nitric acid	2174.54070	0.0085			10(9,1)-10(9,2),F=10-10	-9.57320		808.49340	1163.23497	808.56593	1163.33933	JPL
PSv=1	Phosphorus monosulfide	2174.63690	4.2913			J=9/2,&Omega;=1/2,F=5-5,l=f-e	-9.95640		740.70680	1065.42304	740.77936	1065.52741	JPL
OCSv2=1	Carbonyl Sulfide	2175.10420	0.0002			J=18,l=1f-1e	-10.01290		589.87840	848.69856	589.95095	848.80294	CDMS
CH3CH2NC	Ethyl Isocyanide	2175.48960	0.0002			23(4,19)-23(4,20)	-7.98360		101.58510	146.15849	101.65767	146.26290	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	2175.49880	0.0222			12(4,9)-13(2,12)	-11.43780		336.42730	484.04106	336.49987	484.14546	JPL
CH3CH213CN	Ethyl Cyanide	2175.50380	0.0005			34(5,29)-34(5,30)	-8.19270		196.55120	282.79517	196.62377	282.89958	CDMS
g-CH3CH2OH	gauche-Ethanol	2176.15920	0.0068			43(8,35)-43(8,36),vt=0-0	-9.82440		641.68000	923.22907	641.75259	923.33351	JPL
C6H	1,3,5-Hexatriynyl	2176.18520	2.9238			J=127/2,&Omega;=3/2,F=63-63,l=f-e	-9.02150		189.18310	272.19072	189.25569	272.29516	JPL
C6H	1,3,5-Hexatriynyl	2176.20850	2.9238			J=127/2,&Omega;=3/2,F=64-64,l=f-e	-9.01470		189.18310	272.19072	189.25569	272.29516	JPL
GA-n-C4H9CN	n-Butyl cyanide	2176.31020	0.0141			84(23,61)-83(24,60)	-8.81690		548.66900	789.41335	548.74159	789.51780	CDMS
GA-n-C4H9CN	n-Butyl cyanide	2176.31020	0.0141			84(23,62)-83(24,59)	-8.81690		548.66900	789.41335	548.74159	789.51780	CDMS
c-C6H5OH	Phenol	2176.32980	0.0028			28(20,8)-29(19,11),v=0-1	-10.03900		106.04040	152.56868	106.11299	152.67313	CDMS
c-C6H5OH	Phenol	2176.32980	0.0028			28(20,9)-29(19,10),v=0-1	-10.03900		106.04040	152.56868	106.11299	152.67313	CDMS
H35ClCO	Formyl Chloride	2176.52330	0.0033			6(0,6)-5(1,5),F=15/2-13/2	-8.43160		8.20630	11.80697	8.27890	11.91142	JPL
o-c-SiC3	3-Silanetetrayl-1,2-Propadienylidene	2176.54520	0.0292			22(18,4)-22(18,5)	-7.17260		194.91250	280.43743	194.98510	280.54189	CDMS
H35ClCO	Formyl Chloride	2176.60020	0.0046			6(0,6)-5(1,5),F=9/2-7/2	-8.66010		8.20640	11.80711	8.27900	11.91157	JPL
CD	Methylidyne	2176.61390	1.4192				-8.47140		92.61140	133.24638	92.68400	133.35084	JPL
PSv=0	Phosphorus monosulfide	2176.88700	3.5278			J=9/2,&Omega;=1/2,F=5-5,l=f-e	-8.42750		7.09400	10.20662	7.16661	10.31110	JPL
HCONH2,v12=1	Formamide	2177.03930	0.0001			20(4,16)-20(4,17)	-8.17280		470.47340	676.91068	470.54602	677.01516	CDMS
c-C6H5CN	Benzonitrile	2177.13850	0.0007			16(4,12)-16(4,13),F=16-16	-8.81300		14.92360	21.47176	14.99622	21.57625	CDMS
c-C6H5CN	Benzonitrile	2177.16790	0.0007			16(4,12)-16(4,13)	-8.33270		14.92360	21.47176	14.99622	21.57625	CDMS
c-C6H5CN	Benzonitrile	2177.18140	0.0007			16(4,12)-16(4,13),F=17-17	-8.78570		14.92360	21.47176	14.99622	21.57625	CDMS
c-C6H5CN	Benzonitrile	2177.18410	0.0007			16(4,12)-16(4,13),F=15-15	-8.83860		14.92360	21.47176	14.99622	21.57625	CDMS
H35ClCO	Formyl Chloride	2177.19260	0.0054			6(0,6)-5(1,5),F=11/2-11/2	-9.78300		8.20590	11.80639	8.27852	11.91088	JPL
cis-CH2OHCHOv=2	Glycolaldehyde	2177.24580	0.0078			6(2,5)-5(3,2)	-9.48080		269.78680	388.16555	269.85943	388.27004	JPL
CH3CH213CN	Ethyl Cyanide	2177.31860	0.0005			25(4,21)-25(4,22)	-8.06490		109.14280	157.03317	109.21543	157.13766	CDMS
Ga-n-C3H7OH	<i>n</i>-Propanol	2177.46650	0.0007			35(5,31)-35(4,31)	-8.18230		207.30380	298.26587	207.37643	298.37037	CDMS
c-C6H5OH	Phenol	2177.70950	0.0134			82(20,62)-83(19,65),v=1-0	-11.24000		570.96540	821.49294	571.03804	821.59745	CDMS
N17O	Nitric oxide	2177.79110	0.0198			J=9/2-9/2,&Omega;=1/2,F1=5/2+-5/2-,F2=5/2+-7/2-	-12.46900		39.01220	56.13022	39.08484	56.23474	CDMS
15N17O	Nitric oxide	2178.25750	0.0184			J=11/2-11/2,p=1--1,F1=5-5,F2=6-6	-11.12790		54.86220	78.93498	54.93486	79.03952	CDMS
CD	Methylidyne	2178.31100	1.4193				-7.31460		92.61130	133.24624	92.68396	133.35078	JPL
HFCO	Formyl fluoride	2178.33490	0.0011			7(2,5)-7(2,6),v=0-0	-8.94080		31.36780	45.13156	31.44046	45.23611	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2178.92130	0.0057			52(8,45)-51(9,42)	-9.96170		307.73840	442.76979	307.81108	442.87437	CDMS
N17O	Nitric oxide	2178.95950	0.0326			J=9/2-9/2,&Omega;=1/2,F1=5/2+-3/2-,F2=5/2+-3/2-	-12.08820		39.01220	56.13022	39.08488	56.23479	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	2179.07450	0.0405			94(27,67)-94(27,68)	-9.96560		1100.64780	1583.59698	1100.72049	1583.70156	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	2179.11570	0.0013			26(4,23)-26(3,23)	-9.45140		226.95670	326.53819	227.02939	326.64277	JPL
NH3v=0	Ammonia	2180.03510	1.129			23(11)0a-23(11)0s	-15.83950		4887.90860	7032.56971	4887.98132	7032.67433	JPL
c-C6H5CCH	Phenylacetylene	2180.48630	0.0043			47(10,37)-47(10,38)	-9.93260		118.74230	170.84391	118.81503	170.94856	CDMS
HNO3v6=1	Nitric acid	2180.50700	0.0023			20(17,3)-20(17,4),F=19-19	-9.39480		818.60740	1177.78667	818.68013	1177.89132	JPL
HNO3v6=1	Nitric acid	2180.50910	0.0022			20(17,3)-20(17,4),F=21-21	-9.35230		818.60740	1177.78667	818.68013	1177.89132	JPL
HNO3v6=1	Nitric acid	2180.55020	0.0027			20(17,3)-20(17,4),F=20-20	-9.37400		818.60740	1177.78667	818.68014	1177.89132	JPL
cis-CH2OHCHOv=0	Glycolaldehyde	2180.73800	0.0039			4(3,2)-5(2,3)	-9.10760		7.58540	10.91377	7.65814	11.01843	JPL
cis-CH2OHCHOv=0	Glycolaldehyde	2180.75040	0.0036			4(3,2)-5(2,3)	-8.82760		7.58540	10.91364	7.65814	11.01829	CDMS
CH3COOHv=0	Acetic Acid	2180.98240	0.0005			12(7,6)-12(6,6),E	-11.56380		47.65400	68.56392	47.72675	68.66859	CDMS
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2181.06240	0.0029			28(4,25)-27(5,22)	-9.79970		88.76930	127.72005	88.84205	127.82473	CDMS
DC7N	2,4,6-Heptatriynenitrile	2181.26080	0.0003			2-1	-6.89160		0.03640	0.05237	0.10916	0.15705	CDMS
c-C6H5OH	Phenol	2181.72600	0.0034			42(27,16)-41(28,13),v=1-0	-10.06280		217.72410	313.25683	217.79687	313.36153	CDMS
c-C6H5OH	Phenol	2181.72600	0.0034			42(27,15)-41(28,14),v=1-0	-10.06280		217.72410	313.25683	217.79687	313.36153	CDMS
CD	Methylidyne	2182.09860	1.4196				-7.41810		92.61140	133.24638	92.68419	133.35110	JPL
CH3CHNH2COOH-I	&alpha;-Alanine	2182.64950	0.6554			57(23,34)-57(23,35)	-9.73410		345.60430	497.24464	345.67711	497.34939	CDMS
CCCNv5=1	Cyanoethynyl	2182.86550	0.2172			J=25/2,&Omega;=1/2,l=f-e	-8.52600		179.95780	258.91764	180.03061	259.02240	CDMS
HCCCH2OH	Propargyl Alcohol	2183.49890	0.0242			24(2,22)-25(0,25),vt=0-0	-11.62630		94.53740	136.01745	94.61023	136.12224	JPL
i-C3H7CN	iso-propyl cyanide	2183.75620	0.0015			42(15,27)-42(15,28)	-7.87770		245.36400	353.02636	245.43684	353.13117	CDMS
CD	Methylidyne	2183.79570	1.4216				-8.46860		92.61130	133.24624	92.68414	133.35104	JPL
c-H2C3O	Cyclopropenone	2183.84150	0.0007			47(10,37)-47(10,38)	-8.58880		619.26640	890.99201	619.33925	891.09682	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	2184.12250	0.0253			21(6,15)-21(6,16)	-9.07910		357.47410	514.32253	357.54695	514.42735	JPL
N17O	Nitric oxide	2184.24670	0.0169			J=11/2-11/2,&Omega;=1/2,F1=9/2+-9/2-,F2=7/2+-7/2-	-11.42110		56.90450	81.87342	56.97736	81.97824	CDMS
cis-CH2OHCHOv=3	Glycolaldehyde	2184.27660	0.0104			6(2,5)-5(3,2)	-9.58900		323.46100	465.39126	323.53386	465.49608	JPL
N17O	Nitric oxide	2184.53660	0.0134			J=9/2-9/2,&Omega;=1/2,F1=5/2+-7/2-,F2=7/2+-9/2-	-11.83790		39.01440	56.13338	39.08727	56.23823	CDMS
H2SO4	Sulfuric acid	2184.89020	0.042			3(3,1)-3(0,3)	-10.14330		1.97320	2.83898	2.04608	2.94384	JPL
H35ClCO	Formyl Chloride	2185.04230	0.0175			53(5,48)-54(4,51),F=109/2-111/2	-9.20510		624.65921	898.74009	624.73210	898.84496	JPL
H35ClCO	Formyl Chloride	2185.04560	0.0175			53(5,48)-54(4,51),F=103/2-105/2	-9.22930		624.65921	898.74009	624.73210	898.84496	JPL
H35ClCO	Formyl Chloride	2185.16290	0.0175			53(5,48)-54(4,51),F=107/2-109/2	-9.21310		624.65881	898.73952	624.73170	898.84439	JPL
H35ClCO	Formyl Chloride	2185.16600	0.0175			53(5,48)-54(4,51),F=105/2-107/2	-9.22120		624.65881	898.73952	624.73170	898.84439	JPL
ND3	Ammonia			2185.53500	0.01	15(15)0a-15(15)0s	-6.73730		788.05630	1133.83071	788.12920	1133.93560	CDMS
S3	Thiozone	2186.12120	0.017			36(3,33)-37(2,36)	-9.71670		131.88740	189.75546	131.96032	189.86037	JPL
N17O	Nitric oxide	2186.42560	0.0288			J=11/2-11/2,&Omega;=1/2,F1=11/2+-11/2-,F2=13/2+-13/2-	-11.13860		56.90450	81.87342	56.97743	81.97835	CDMS
H35ClCO	Formyl Chloride	2186.96290	0.0137			6(0,6)-5(1,5),F=9/2-9/2	-9.90160		8.20600	11.80654	8.27895	11.91149	JPL
c-C6H5CN	Benzonitrile	2186.98690	0.0003			7(2,5)-7(2,6),F=7-7	-9.03200		3.13940	4.51690	3.21235	4.62186	CDMS
c-C6H5CN	Benzonitrile	2187.07110	0.0003			7(2,5)-7(2,6),F=8-8	-8.96880		3.13950	4.51705	3.21245	4.62201	CDMS
c-C6H5CN	Benzonitrile	2187.08320	0.0003			7(2,5)-7(2,6),F=6-6	-9.08740		3.13950	4.51705	3.21245	4.62201	CDMS
CH3CH2CH2CN-gauche	Butyronitrile	2187.13620	0.0014			6(2,4)-6(2,5)	-8.74500		96.84960	139.34417	96.92256	139.44913	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	2187.13640	0.0007			6(2,4)-6(2,5),gauche	-9.51460		5.11940	7.36572	5.19236	7.47069	CDMS
HNO3v9=1	Nitric acid	2187.76850	0.0022			33(27,6)-33(27,7),F=32-32	-9.42700		912.94580	1313.51781	913.01878	1313.62280	JPL
HNO3v9=1	Nitric acid	2187.76910	0.0022			33(27,6)-33(27,7),F=34-34	-9.40110		912.94580	1313.51781	913.01878	1313.62280	JPL
HNO3v9=1	Nitric acid	2187.79100	0.0023			33(27,6)-33(27,7),F=33-33	-9.41420		912.94580	1313.51781	913.01878	1313.62280	JPL
H37ClCO	Formyl Chloride	2188.19000	0.0028			40(4,36)-40(4,37),F=81/2-81/2	-11.23030		355.00340	510.76777	355.07639	510.87278	JPL
H37ClCO	Formyl Chloride	2188.19160	0.0028			40(4,36)-40(4,37),F=79/2-79/2	-11.24110		355.00340	510.76777	355.07639	510.87278	JPL
H37ClCO	Formyl Chloride	2188.23300	0.0028			40(4,36)-40(4,37),F=83/2-83/2	-11.21930		355.00370	510.76820	355.07669	510.87322	JPL
H37ClCO	Formyl Chloride	2188.23460	0.0028			40(4,36)-40(4,37),F=77/2-77/2	-11.25150		355.00370	510.76820	355.07669	510.87322	JPL
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	2188.54890	0.0005			9(4,5)-9(4,6),v=1-0	-8.83390		12.50030	17.98526	12.57330	18.09029	CDMS
H2SO4	Sulfuric acid	2188.65920	0.0867			49(25,25)-49(24,25)	-8.05310		410.16580	590.13370	410.23881	590.23874	JPL
CH2CN	Cyanomethyl	2189.26970	0.0059			3(1,2)-3(1,3),J+F=4-5,S=5-1	-9.65220		13.16310	18.93889	13.23613	19.04396	CDMS
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	2189.40170	0.0183			54(8,47)-54(7,47),gauche	-10.29500		313.90920	451.64826	313.98223	451.75333	CDMS
H35ClCO	Formyl Chloride	2189.88720	0.0177			6(0,6)-5(1,5),F=9/2-11/2	-11.71350		8.20590	11.80639	8.27895	11.91149	JPL
N17O	Nitric oxide	2189.89650	0.033			J=11/2-11/2,&Omega;=3/2,F1=13/2+-15/2-,F2=11/2+-13/2-	-12.36360		78.05100	112.29871	78.12405	112.40381	CDMS
NaOv=0	Sodium monoxide	2190.37350	9.7284			J=55/2,&Omega;=1/2,F=26-26,l=e-f	-7.96960		327.39000	471.03847	327.46306	471.14359	JPL
NaOv=0	Sodium monoxide	2190.38390	9.7291			J=55/2,&Omega;=1/2,F=27-27,l=e-f	-7.95460		327.38970	471.03804	327.46276	471.14316	JPL
NaOv=0	Sodium monoxide	2190.39470	9.7299			J=55/2,&Omega;=1/2,F=28-28,l=e-f	-7.93900		327.38950	471.03775	327.46256	471.14287	JPL
NaOv=0	Sodium monoxide	2190.40590	9.7308			J=55/2,&Omega;=1/2,F=29-29,l=e-f	-7.92290		327.38940	471.03761	327.46246	471.14273	JPL
CH3OCN	Methyl cyanate	2191.02450	0.0831			28(4,24)-28(4,25),E	-8.33920		155.73450	224.06867	155.80758	224.17382	CDMS
NH2CH2CH2OHv27=2	Aminoethanol	2191.10100	0.0019			31(5,27)-31(4,27)	-9.63550		340.02190	489.21285	340.09499	489.31801	JPL
H2NCH2COOH-Iv=0	Glycine	2191.52500	4.9085			33(11,22)-34(9,25),F=33-34	-10.71610		156.71930	225.48282	156.79240	225.58799	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2192.03890	0.0008			47(14,33)-47(14,34)	-9.10410		281.23290	404.63404	281.30602	404.73925	CDMS
c-H2C318O	Cyclopropenone	2192.14520	0.0065			38(8,30)-38(8,31)	-8.21400		386.01750	555.39669	386.09062	555.50190	CDMS
HFCO	Formyl fluoride	2192.45840	0.0233			30(5,26)-31(4,27),v=0-0	-7.96670		411.00520	591.34865	411.07833	591.45387	JPL
CH3CH2CH2CN-anti	Butyronitrile	2193.71380	0.0041			18(2,16)-18(2,17)	-8.95520		28.06770	40.38293	28.14087	40.48821	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	2193.71670	0.0014			18(2,16)-18(2,17),anti	-10.20830		68.19210	98.11386	68.26527	98.21914	CDMS
NH2CH2CH2OHv26=1	Aminoethanol	2194.08590	0.0043			26(7,19)-26(7,20)	-9.00680		341.85090	491.84436	341.92409	491.94966	JPL
13CH2CHCN	Vinyl Cyanide 	2194.40840	0.0368			46(5,41)-46(5,42)	-8.52940		370.82860	533.53657	370.90180	533.64188	JPL
15N17O	Nitric oxide	2194.56500	0.0218			J=11/2-11/2,p=1--1,F1=5-6,F2=5-6	-12.04170		54.86360	78.93700	54.93680	79.04232	CDMS
c-C6H5CHO	Benzaldehyde	2194.59820	0.0027			57(13,44)-57(13,45)	-8.74160		176.98200	254.63928	177.05520	254.74460	CDMS
cis-CH2OHCHOv=0	Glycolaldehyde	2194.71180	0.0075			15(8,7)-16(7,10)	-8.67660		73.27980	105.43397	73.35301	105.53930	JPL
cis-CH2OHCHOv=0	Glycolaldehyde	2194.73000	0.0083			15(8,7)-16(7,10)	-8.39660		73.27980	105.43268	73.35301	105.53801	CDMS
CH2CN	Cyanomethyl	2194.77230	0.0058			3(1,2)-3(1,3),J+F=5-5,S=1-1	-8.34010		13.16310	18.93889	13.23631	19.04422	CDMS
E-HNCHCN	Cyanomethanimine	2195.19840	0.0158			6(0,6)-5(1,5)	-7.65800		6.62780	9.53599	6.70102	9.64134	CDMS
