Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
H2CCCHCN	Cyanoallene	2143.96190	0.0135			4(1,3)-4(1,3),F=3-3	-9.08980		2.46720	CDMS
H2CCCHCN	Cyanoallene	2143.96700	0.079			4(1,3)-4(1,4),F=3-3	0.00000		2.46700	SLAIM
N17O	Nitric oxide	2143.97690	0.0287			J=11/2-11/2,&Omega;=3/2,F1=15/2+-13/2-,F2=13/2+-11/2-	-12.38510		78.04780	CDMS
H2CCCHCN	Cyanoallene	2144.07000	0.07			4(1,3)-4(1,4),F=5-5	0.00000		2.46700	SLAIM
H2CCCHCN	Cyanoallene	2144.08100	0.0076			4(1,3)-4(1,5),F=5-5	-8.88320		2.46720	CDMS
c-C6H5CHO	Benzaldehyde	2144.10160	0.0009			33(8,25)-33(8,26)	-8.67740		60.81210	CDMS
H35ClCO	Formyl Chloride	2144.15580	0.0013			12(2,10)-12(2,11),F=27/2-27/2	-10.62300		40.36960	JPL
H2CCCHCN	Cyanoallene	2144.17600	0.06			4(1,3)-4(1,4)	0.00000		2.46700	SLAIM
H35ClCO	Formyl Chloride	2144.18910	0.0014			12(2,10)-12(2,11),F=21/2-21/2	-10.72870		40.36970	JPL
H2CCCHCN	Cyanoallene	2144.20440	0.0039			4(1,3)-4(1,4)	-8.47550		2.46710	CDMS
HCCCH2NH2	Propargylamine	2144.34390	0.0033			47(6,41)-47(6,42)	-10.15280		360.53790	CDMS
H2CCCHCN	Cyanoallene	2144.46800	0.087			4(1,3)-4(1,4),F=4-4	0.00000		2.46700	SLAIM
H2CCCHCN	Cyanoallene	2144.54400	0.0185			4(1,3)-4(1,4),F=4-4	-8.99710		2.46710	CDMS
CH2OH13CHO	Glycolaldehyde	2144.70990	0.0026			34(5,29)-33(8,26)	-9.13230		244.04730	CDMS
H&zeta;	Hydrogen Recombination Line	2144.96500	0			H(261)&zeta;	0.00000		0.00000	Recomb
H2CCCHCN	Cyanoallene	2145.02800	0.072			4(1,3)-4(1,4),F=5-4	0.00000		2.46700	SLAIM
H2CCCHCN	Cyanoallene	2145.17200	0.073			4(1,3)-4(1,4),F=3-4	0.00000		2.46700	SLAIM
c-C6H5OH	Phenol	2145.22910	0.0004			15(6,9)-15(6,10),v=0-0	-11.19390		22.18990	CDMS
c-C6H5OH	Phenol	2145.28700	0.0004			15(6,9)-15(6,10),v=1-1	-11.41370		22.19180	CDMS
H2NCH2COOH-Iv=1	Glycine	2145.71370	1.2056			9(1,9)-8(2,6),F=9-8	-10.65760		81.51260	JPL
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2145.73790	0.0769			62(39,23)-63(38,26)	-9.97390		687.00960	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2145.73790	0.0769			62(39,24)-63(38,25)	-9.97390		687.00960	CDMS
H&gamma;	Hydrogen Recombination Line	2145.76500	0			H(208)&gamma;	0.00000		0.00000	Recomb
CH3O13CHO(TopModel)	Methyl Formate	2145.96000	0.002			8(3,6)-7(4,3)++vt=0-0	0.00000		18.71290	TopModel
H&beta;	Hydrogen Recombination Line	2146.20500	0			H(182)&beta;	0.00000		0.00000	Recomb
C2H5NH2	Ethylamine	2146.24090	0.1149			24(5,19)-24(5,20), 0+	-8.97270		185.71790	CDMS
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	2146.27280	0.9667			39(15,25)-39(14,25)	-8.67560		162.78890	CDMS
CH2CHCNv=0	Vinyl Cyanide	2146.58700	0.001			J=21(3,18)-21(3,19),F=22-22	0.00000		86.71400	SLAIM
CH2CHCNv=0	Vinyl Cyanide	2146.58760	0.0003			21(3,18)-21(3,19),F=22-22	-8.68060		86.71430	JPL
CH2CHCNv=0	Vinyl Cyanide	2146.58800	0.001			J=21(3,18)-21(3,19),F=20-20	0.00000		86.71400	SLAIM
CH2CHCNv=0	Vinyl Cyanide	2146.58810	0.0003			21(3,18)-21(3,19),F=20-20	-8.72120		86.71430	JPL
CH2CHCNv=0	Vinyl Cyanide	2146.59100	0.001			21(3,18)-21(3,19)	0.00000		86.71400	SLAIM
CH2CHCNv=0	Vinyl Cyanide	2146.59600	0.001			J=21(3,18)-21(3,19),F=21-21	0.00000		86.71400	SLAIM
CH2CHCNv=0	Vinyl Cyanide	2146.59640	0.0002			21(3,18)-21(3,19),F=21-21	-8.70140		86.71430	JPL
He&gamma;	Helium Recombination Line	2146.64000	0			He(208)&gamma;	0.00000		0.00000	Recomb
N17O	Nitric oxide	2146.70400	0.0159			J=9/2-9/2,&Omega;=1/2,F1=7/2+-5/2-,F2=9/2+-7/2-	-11.85470		39.01220	CDMS
C&gamma;	Carbon Recombination Line	2146.83600	0			C(208)&gamma;	0.00000		0.00000	Recomb
CH2NH	Methanimine	2146.90900	0.06			22(5,17)-22(5,18),F=22-21	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2146.91300	0.059			22(5,17)-22(5,18),F=22-23	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2146.96700	0.048			22(5,17)-22(5,18),F=21-21	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2146.96800	0.048			22(5,17)-22(5,18),F=23-23	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2146.97400	0.048			22(5,17)-22(5,18)	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2146.98600	0.048			22(5,17)-22(5,18),F=22-22	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2147.00080	0.0007			22(5,17)-22(5,18)	-8.63160		678.15820	CDMS
CH2NH	Methanimine	2147.04100	0.059			22(5,17)-22(5,18),F=23-22	0.00000		678.15700	SLAIM
CH2NH	Methanimine	2147.04400	0.06			22(5,17)-22(5,18),F=21-22	0.00000		678.15700	SLAIM
He&beta;	Helium Recombination Line	2147.08000	0			He(182)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	2147.27600	0			C(182)&beta;	0.00000		0.00000	Recomb
CH2NH	Methanimine	2148.09000	0.12			29(6,23)-29(6,24),F=29-28	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.09100	0.119			29(6,23)-29(6,24),F=29-30	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.12000	0.108			29(6,23)-29(6,24),F=30-30	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.12000	0.108			29(6,23)-29(6,24),F=28-28	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.12400	0.108			29(6,23)-29(6,24)	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.13300	0.108			29(6,23)-29(6,24),F=29-29	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.16200	0.119			29(6,23)-29(6,24),F=30-29	0.00000		1127.52100	SLAIM
CH2NH	Methanimine	2148.16300	0.12			29(6,23)-29(6,24),F=28-29	0.00000		1127.52100	SLAIM
17OH	Hydroxyl radical	2148.49010	0.0033			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=2-1,F+1/2=7/2-7/2	-8.04520		0.00000	JPL
NH2CH2CH2OHv26=1	Aminoethanol	2148.57870	0.0242			14(4,10)-15(1,14)	-11.97740		248.48730	JPL
HeII&alpha;	Helium Recombination Line	2148.80380				HeII(230)&alpha;	0.00000		0.00000	SLAIM
NH2CH2CH2OHv26+v27	Aminoethanol	2149.11530	11.3898			41(23,18)-42(22,20)	-11.58520		724.71470	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	2149.11530	11.3898			41(23,18)-42(22,21)	-10.90350		724.71470	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	2149.11530	11.3898			41(23,19)-42(22,20)	-10.90350		724.71470	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	2149.11530	11.3898			41(23,19)-42(22,21)	-11.58520		724.71470	JPL
CH3OCHOv=0	Methyl Formate	2149.16100	0.01			23(7,16)-23(7,17)A	0.00000		136.54700	SLAIM
CH3OCHOv=0	Methyl Formate	2149.16500	0.0001			23(7,16)-23(7,17)A	-8.80770		136.54690	JPL
15N17O	Nitric oxide	2149.19390	0.022			J=13/2-13/2,p=-1-1,F1=8-8,F2=8-8	-11.07420		75.24900	CDMS
CH3O13CHO(TopModel)	Methyl Formate	2149.55100	0.039			32(-6,27)-31(-8,24)vt=1-1	0.00000		363.05210	TopModel
HNO3v9=1	Nitric acid	2149.56940	0.0023			15(13,2)-15(13,3),F=14-14	-8.95300		556.50970	JPL
HNO3v9=1	Nitric acid	2149.57250	0.0022			15(13,2)-15(13,3),F=16-16	-8.89670		556.50970	JPL
HNO3v9=1	Nitric acid	2149.61990	0.0025			15(13,2)-15(13,3),F=15-15	-8.92570		556.50970	JPL
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2149.66290	0.006			39(23,16)-38(24,14)	-9.51590		260.89540	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2149.66290	0.006			39(23,16)-38(24,15)	-9.27480		260.89540	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2149.66290	0.006			39(23,17)-38(24,14)	-9.27480		260.89540	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2149.66290	0.006			39(23,17)-38(24,15)	-9.51590		260.89540	CDMS
CH3OCHOv=0	Methyl Formate	2149.92500	0.012			23(7,16)-23(7,17)E	0.00000		136.54700	SLAIM
CH2CHNC	Vinyl Isocyanide	2150.24370	0.0113			31(4,27)-31(4,28)	-8.20270		194.73120	JPL
13CH2OHCHO	Glycolaldehyde	2150.70530	0.0023			32(5,27)-31(8,24)	-9.10660		218.66470	CDMS
g'Ga-(CH2OH)2	Ethylene Glycol	2151.18200	0.0055			24(6,19)v=1-24(6,18)v=0	-8.74510		115.55380	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	2151.18570	1.0858			53(14,40)-52(16,37)	-11.89990		852.43750	JPL
N17O	Nitric oxide	2151.33180	0.0219			J=11/2-11/2,&Omega;=3/2,F1=15/2+-15/2-,F2=15/2+-15/2-	-11.23430		78.04950	CDMS
s-H2CCHOH	Vinyl Alcohol	2151.77500	0.004			18(4,14)-18(4,15)	0.00000		138.40500	SLAIM
H2NCH2COOH-Iv=1	Glycine	2151.93850	2.5782			21(3,19)-20(4,16),F=21-20	-10.47990		125.50130	JPL
15N17O	Nitric oxide	2153.84970	0.02			J=11/2-11/2,p=1--1,F1=6-5,F2=6-5	-12.05990		54.86100	CDMS
c-C5H5CH	Benzvalene	2154.09270	0.0215			3(2,1)-3(2,2)	-9.23010		2.20890	CDMS
HNC18O	Isocyanic Acid	2154.40900	0.005			5(1,4)-5(1,5),F=5-5	0.00000		0.00000	SLAIM
CHD(OH)CHO	Glycolaldehyde	2154.62810	0.004			19(9,11)-18(10,8)	-8.47470		102.31210	CDMS
HNC18O	Isocyanic Acid	2154.68800	0.002			5(1,4)-5(1,5)	0.00000		0.00000	SLAIM
c-D2C3O	Cyclopropenone	2154.73730	0.0005			8(3,5)-8(3,6)	-7.58130		20.95070	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2154.76700	0.0065			39(25,14)-40(24,16)	-9.56050		277.84200	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2154.76700	0.0065			39(25,14)-40(24,17)	-9.31880		277.84200	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2154.76700	0.0065			39(25,15)-40(24,16)	-9.31880		277.84200	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2154.76700	0.0065			39(25,15)-40(24,17)	-9.56050		277.84200	CDMS
HNC18O	Isocyanic Acid	2154.79500	0.003			5(1,4)-5(1,5),F=6-6	0.00000		0.00000	SLAIM
HNC18O	Isocyanic Acid	2154.87400	0.004			5(1,4)-5(1,5),F=4-4	0.00000		0.00000	SLAIM
N17O	Nitric oxide	2155.16380	0.0235			J=11/2-11/2,&Omega;=1/2,F1=11/2+-9/2-,F2=11/2+-9/2-	-12.08450		56.90320	CDMS
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	2155.22640	0.0006			7(1,7)-7(0,7),gauche	-10.29030		5.45280	CDMS
CH3CH2CH2CN-anti	Butyronitrile	2155.26320	0.0042			33(3,30)-33(3,31)	-9.01080		89.22820	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	2155.26350	0.0017			33(3,30)-33(3,31),anti	-10.26380		129.35260	CDMS
t-H13COOH	Formic Acid	2155.40000	0.004			27(5,22)-27(5,23)	0.00000		337.47200	SLAIM
H35ClCO	Formyl Chloride	2155.42650	0.0393			76(7,70)-77(6,71),F=149/2-151/2	-10.42070		1270.22841	JPL
H35ClCO	Formyl Chloride	2155.42750	0.0393			76(7,70)-77(6,71),F=155/2-157/2	-10.40370		1270.22841	JPL
t-H13COOH	Formic Acid	2155.44210	0.0008			27(5,22)-27(5,23)	-8.63800		337.47160	JPL
t-H13COOH	Formic Acid	2155.44240	0.0018			27(5,22)-27(5,23)	-8.62240		337.47160	CDMS
HOONO	Peroxynitrous acid	2155.45690	0.0013			1(1,0)-1(1,1),F=1-0	-10.26810		0.90730	JPL
13CH3CHO,vt&le;1	Acetaldehyde	2155.56960	0.0006			22(4,18)-22(4,19)A,vt=1	-8.91030		325.17320	CDMS
CHD(OH)CHO	Glycolaldehyde	2155.61150	0.004			19(9,10)-18(10,9)	-8.47430		102.31210	CDMS
H35ClCO	Formyl Chloride	2155.64550	0.0393			76(7,70)-77(6,71),F=151/2-153/2	-10.41490		1270.22801	JPL
H35ClCO	Formyl Chloride	2155.64660	0.0393			76(7,70)-77(6,71),F=153/2-155/2	-10.40930		1270.22801	JPL
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	2156.04140	0.0007			40(12,28)-40(12,29)	-9.94690		203.15670	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	2156.33590	0.0048			69(16,54)-69(15,54)	-9.74370		575.31400	CDMS
C6H	1,3,5-Hexatriynyl	2156.38200	21.0545			J=101/2,&Omega;=1/2,F=50-50,l=f-e	-9.70840		136.09330	JPL
C6H	1,3,5-Hexatriynyl	2156.39830	21.0544			J=101/2,&Omega;=1/2,F=51-51,l=f-e	-9.69980		136.09330	JPL
SHv=0	Mercapto radical			2156.49020	0.001	J=9/2,&Omega;=3/2,F=5--4+	-8.95600		193.62640	JPL
SHv=0	Mercapto radical			2156.49020	0.001	N=4,J=9/2-9/2,p=-1-1,F=5-4	-8.95600		193.62620	CDMS
HOONO	Peroxynitrous acid	2156.57540	0.0012			1(1,0)-1(1,1),F=0-1	-10.26740		0.90720	JPL
HOONO	Peroxynitrous acid	2156.59440	0.0004			1(1,0)-1(1,1),F=2-2	-9.69350		0.90720	JPL
c-C5H5N	Pyridine	2156.65300	0.0003			12(11,1)-12(11,2)	-7.85360		30.48670	CDMS
CCCNv5=1	Cyanoethynyl	2156.99810	0.2036			J=27/2,&Omega;=3/2,l=f-e	-8.46990		179.93360	CDMS
H2CO	Formaldehyde	2157.21750	0.0014			36(6,30)-36(6,31)	-10.93460		1911.09390	CDMS
H2CO	Formaldehyde	2157.21840	0.0021			36(6,30)-36(6,31)	-10.93490		1911.09360	JPL
H2CO	Formaldehyde	2157.23100	0.009			36(6,30)-36(6,31)	0.00000		1911.09400	SLAIM
HOONO	Peroxynitrous acid	2157.52660	0.0008			1(1,0)-1(1,1),F=1-2	-10.17030		0.90720	JPL
NH2CH2CH2OHv25=1	Aminoethanol	2157.57240	0.0128			9(6,4)-10(5,5)	-10.73310		331.49390	JPL
NH2CH2CH2OHv25=1	Aminoethanol	2157.65390	0.0128			9(6,3)-10(5,5)	-11.42220		331.49390	JPL
c-C6H5OH	Phenol	2157.66200	0.0019			4(1,4)-3(2,1),v=1-0	-10.53290		1.36600	CDMS
15N17O	Nitric oxide	2157.70120	0.0305			J=13/2-13/2,p=-1-1,F1=7-8,F2=8-9	-12.10490		75.25080	CDMS
HOONO	Peroxynitrous acid	2157.97400	0.0008			1(1,0)-1(1,1),F=2-1	-10.17000		0.90720	JPL
NO,v=1	Nitric oxide	2158.12960	0.0042			J=13/2-13/2,&Omega;=1/2,F=15/2+-13/2-	-15.91710		1933.96680	CDMS
c-HCOOD	Formic Acid	2158.25530	0.1243			53(7,46)-53(7,47)	-9.69520		1101.61731	JPL
SHv=0	Mercapto radical			2158.29860	0.001	J=9/2,&Omega;=3/2,F=4--4+	-7.31180		193.62640	JPL
SHv=0	Mercapto radical			2158.29860	0.001	N=4,J=9/2-9/2,p=-1-1,F=4-4	-7.31180		193.62620	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	2158.37700	0.0147			79(23,56)-79(23,57)	-9.35980		781.45640	CDMS
NH3v=0	Ammonia	2158.64800	0.542			20(5)0a-20(5)0s	-14.52740		3963.00330	JPL
N18O	Nitric oxide	2158.72200	0.0339			J=57/2-57/2,&Omega;=1/2,F=59/2+-59/2-	-12.92930		1391.00930	CDMS
SHv=0	Mercapto radical			2158.72390	0.001	J=9/2,&Omega;=3/2,F=5--5+	-7.22270		193.62630	JPL
SHv=0	Mercapto radical			2158.72390	0.001	N=4,J=9/2-9/2,p=-1-1,F=5-5	-7.22270		193.62610	CDMS
HOONO	Peroxynitrous acid	2158.90620	0.0015			1(1,0)-1(1,1),F=1-1	-10.39150		0.90720	JPL
15N17O	Nitric oxide	2158.94860	0.0206			J=9/2-9/2,p=-1-1,F1=3-3,F2=3-4	-11.63700		37.61360	CDMS
15N17O	Nitric oxide	2159.19960	0.0232			J=15/2-15/2,p=1--1,F1=10-9,F2=11-10	-12.53690		98.76940	CDMS
CH2OO	Methylene peroxide	2159.33330	0.0533			43(7,36)-43(7,37)	-8.47850		842.12050	JPL
o-c-SiC3	3-Silanetetrayl-1,2-Propadienylidene	2159.56880	0.0056			4(4,0)-4(4,1)	-7.29140		7.94660	CDMS
CH2CHCNv11=2	Vinyl Cyanide	2159.64900	0.299			24(3,21)-25(2,24)	0.00000		586.86800	SLAIM
N17O	Nitric oxide	2159.66810	0.0424			J=9/2-9/2,&Omega;=1/2,F1=3/2+-3/2-,F2=1/2+-1/2-	-11.76810		39.01340	CDMS
GA-n-C4H9CN	n-Butyl cyanide	2159.80690	0.0019			20(5,16)-19(6,13)	-8.45340		73.54200	CDMS
N17O	Nitric oxide	2159.94690	0.0222			J=11/2-11/2,&Omega;=3/2,F1=15/2+-17/2-,F2=17/2+-19/2-	-12.53210		78.05150	CDMS
H2Ov2,2v2,v1,v3	Water			2159.98000	0.3	4(2,2),v2=1-5(1,5),v2=1	-11.16300		1922.82910	JPL
CH3CH2C15N	Ethyl Cyanide	2160.13050	2.6869			9(2,7)-9(2,8)	-8.03990		16.13460	JPL
15N18O	Nitric oxide	2160.43380	0.0006			J=11/2-11/2,&Omega;=3/2,F=13/2--13/2+	-10.29090		73.31850	CDMS
NO	Nitric oxide			2160.48700	0.005	J=13/2-13/2,&Omega;=1/2,F=15/2+-13/2-	-11.91600		58.48970	CDMS
NO	Nitric oxide	2160.49350	0.0009			J=11/2,&Omega;=1/2,F=11/2+-13/2-	-11.91600		58.48970	JPL
SHv=0	Mercapto radical			2160.53180	0.001	J=9/2,&Omega;=3/2,F=4--5+	-8.95440		193.62630	JPL
SHv=0	Mercapto radical			2160.53180	0.001	N=4,J=9/2-9/2,p=-1-1,F=4-5	-8.95440		193.62610	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	2160.74490	0.0106			12(6,6)-12(6,7)	-7.68150		17.39350	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2160.79870	0.0047			48(8,41)-48(7,41)	-9.68430		421.26520	JPL
NH2CHO	Formamide	2160.91450	0.0001			36(6,30)-36(6,31)	-8.25020		547.40190	CDMS
NH2CHO	Formamide	2160.92500	0.011			36(6,30)-36(6,31),F=36-36	0.00000		547.40000	SLAIM
NH2CHO	Formamide	2160.94200	0.011			36(6,30)-36(6,31)	0.00000		547.40200	SLAIM
NH2CHO	Formamide	2160.95000	0.011			36(6,30)-36(6,31),F=37-37	0.00000		547.40000	SLAIM
NH2CHO	Formamide	2160.95100	0.011			36(6,30)-36(6,31),F=35-35	0.00000		547.40000	SLAIM
HDCO	Formaldehyde	2161.34420	0.0375			29(6,23)-29(6,24)	-9.05620		1136.90830	JPL
COF2	Carbonyl fluoride	2161.36570	0.0018			19(19,0)-19(19,1)	-7.74050		149.30280	JPL
CH318OHvt=0,1&2	Methanol	2161.37700	0.22			28(-7,21)-27(-8,19)E,vt=0	-9.30970		808.37600	CDMS
HDCO	Formaldehyde	2161.63700	0.003			29(6,23)-29(6,24)	0.00000		1136.08500	SLAIM
HDCO	Formaldehyde	2161.64210	0.0006			29(6,23)-29(6,24)	-9.05830		1136.08500	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	2162.13140	0.0007			7(1,7)-7(0,7)	-9.60340		113.13180	JPL
H&delta;	Hydrogen Recombination Line	2162.27400	0			H(228)&delta;	0.00000		0.00000	Recomb
CH3CH2C15N	Ethyl Cyanide	2162.80400	3.041			9(2,7)-9(2,8)	0.00000		16.13500	SLAIM
He&delta;	Helium Recombination Line	2163.15500	0			He(228)&delta;	0.00000		0.00000	Recomb
i-C3H7CN	iso-propyl cyanide	2163.51960	0.0055			67(23,44)-67(23,45)	-8.51470		613.37160	CDMS
H35ClCO	Formyl Chloride	2163.82850	0.0139			6(0,6)-5(1,5),F=13/2-13/2	-9.90950		8.20630	JPL
CH3NH2	Methylamine	2164.63400	0.008			1(1)A2-2(0)A1,F=1-2	0.00000		4.43700	SLAIM
H2SO4	Sulfuric acid	2164.71890	2.0463			77(38,40)-77(37,40)	-9.33200		1004.23440	JPL
CH3CHNH2COOH-I	&alpha;-Alanine	2164.74690	0.0854			28(12,16)-28(12,17)	-9.41420		85.91630	CDMS
HDCO	Formaldehyde	2165.17600	0.002			22(5,17)-22(5,18)	0.00000		683.42400	SLAIM
HDCO	Formaldehyde	2165.18500	0.0003			22(5,17)-22(5,18)	-8.14940		683.42450	CDMS
CH3CHNH2COOH-I	&alpha;-Alanine	2165.25140	0.2532			41(17,24)-41(17,25)	-9.49600		181.04900	CDMS
c-C5H5N	Pyridine	2165.32500	0.0005			19(17,2)-19(17,3)	-7.78160		74.16470	CDMS
HDCO	Formaldehyde	2165.33280	0.0212			22(5,17)-22(5,18)	-8.14680		683.85270	JPL
CH3NH2	Methylamine	2165.85700	0.008			1(1)A2-2(0)A1,F=1-1	0.00000		4.43700	SLAIM
CH3NH2	Methylamine	2165.90600	0.008			1(1)A2-2(0)A1,F=2-2	0.00000		4.43700	SLAIM
HCCCHO	2-Propynal	2166.16500	0.029			28(3,25)-28(3,26)	0.00000		145.40300	SLAIM
CH3NH2	Methylamine	2166.30500	0.008			1(1)A2-2(0)A1	0.00000		4.43700	SLAIM
CH3NH2	Methylamine	2166.69200	0.008			1(1)A2-2(0)A1,F=2-3	0.00000		4.43700	SLAIM
H35ClCO	Formyl Chloride	2166.83080	0.0107			6(0,6)-5(1,5),F=11/2-13/2	-11.79510		8.20630	JPL
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	2167.08160	0.0189			54(19,35)-54(19,36),v=0-1	-9.12100		391.56220	CDMS
c-C5H5N	Pyridine	2167.19550	0.002			32(28,4)-32(28,5)	-7.65670		205.68800	CDMS
CHOCHOHCH2OH	Glyceraldehyde	2167.20590	0.0017			9(2,8)-9(1,8)	-8.10200		8.04860	CDMS
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	2167.26800	0.002			8(4,4)-8(4,5)	-9.47390		7.71470	CDMS
NH2CH2CH2OHv=0	Aminoethanol	2167.42610	0.0135			24(6,18)-23(8,15)	-10.68680		113.87950	JPL
c-H213CCCO	Cyclopropenone	2168.08020	0.0011			14(4,10)-14(4,11)	-7.38490		61.85470	CDMS
c-C6H5OH	Phenol	2168.10050	0.002			6(1,6)-5(2,3),v=1-0	-10.73070		2.78760	CDMS
HC4CHO	Pentadiynal	2168.23040	0.0154			11(1,10)-11(1,11)	-9.52370		7.59200	CDMS
c-C6H5OH	Phenol	2168.32890	0.0028			25(18,8)-26(17,9),v=1-0	-10.27040		85.30520	CDMS
c-C6H5OH	Phenol	2168.32890	0.0028			25(18,7)-26(17,10),v=1-0	-10.27040		85.30520	CDMS
CH318OHvt=0,1&2	Methanol	2168.33700	17.8			30(13,18)-29(11,18)E,vt=0-vt=1	-12.42200		1304.41200	CDMS
c-SiC3	3-Silanetetrayl-1,2-Propadienylidene 	2168.76000	0.121			28(5,23)-28(5,24)	0.00000		185.51300	SLAIM
CH3NH2	Methylamine	2169.03600	0.008			1(1)A2-2(0)A1,F=0-1	0.00000		4.43700	SLAIM
CHD2CN	Methyl cyanide	2169.17970	0.0017			22(2,20)-22(2,21)	-8.11800		150.84400	CDMS
H&epsilon;	Hydrogen Recombination Line	2169.21000	0			H(245)&epsilon;	0.00000		0.00000	Recomb
H213CO	Formaldehyde	2169.30730	0.0011			37(6,31)-37(6,32)	-11.05270		1959.27940	CDMS
H213CO	Formaldehyde	2169.30730	0.0011			37(6,31)-37(6,32)	-11.05270		1959.27940	JPL
H213CO	Formaldehyde	2169.33900	0.001			37(6,31)-37(6,32)	0.00000		1959.28400	SLAIM
HNO3v5=1/v9=2	Nitric acid	2169.42580	0.0028			24(20,4)-24(20,5),F=24-24,v9=2	-9.99350		1140.25490	JPL
HNO3v5=1/v9=2	Nitric acid	2169.42580	0.0028			24(20,4)-24(20,5),F=25-25,v9=2	-9.97540		1140.25490	JPL
H&zeta;	Hydrogen Recombination Line	2169.53000	0			H(260)&zeta;	0.00000		0.00000	Recomb
C3H6O2	Hydroxyacetone	2169.97190	0.0687			34(10,24)-34(10,25)A	-8.83230		158.13810	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	2170.95070	0.0019			19(2,17)-18(5,14)	-9.77670		41.72580	CDMS
HCCCH2NH2	Propargylamine	2171.82100	0.0012			27(4,23)-27(4,24)	-9.74970		124.10920	CDMS
H2CCNH	Ketenimine	2172.01400	7.258			24(2,22)-24(2,23),F=24-24	0.00000		216.99500	SLAIM
H2CCNH	Ketenimine	2172.07300	7.258			24(2,22)-24(2,23)	0.00000		216.99500	SLAIM
H2CCNH	Ketenimine	2172.10100	7.258			24(2,22)-24(2,23),F=25-25	0.00000		216.99500	SLAIM
H2CCNH	Ketenimine	2172.10500	7.258			24(2,22)-24(2,23),F=23-23	0.00000		216.99500	SLAIM
HNO	Nitrosyl hydride	2172.20100	3.075			18(3,15)-18(3,16),F=17-17	0.00000		617.98300	SLAIM
HNO	Nitrosyl hydride	2172.20400	3.075			18(3,15)-18(3,16),F=19-19	0.00000		617.98300	SLAIM
HNO	Nitrosyl hydride	2172.21900	3.075			18(3,15)-18(3,16)	0.00000		617.98300	SLAIM
HNO	Nitrosyl hydride	2172.25200	3.075			18(3,15)-18(3,16),F=18-18	0.00000		617.98300	SLAIM
CH3COOHv=1	Acetic Acid	2172.31000	0.005			5(-4,2)-5(3,2)v=1	0.00000		82.55000	SLAIM
H2SO4	Sulfuric acid	2172.64030	0.0585			17(10,8)-17(9,8)	-8.41830		51.30480	JPL
GGag'g'-CH2(OH)CH(OH)CH2OH	Glycerol	2173.00930	0.2188			45(9,36)-45(9,37)	-9.11680		160.51790	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	2173.11200	0.0128			9(6,4)-10(5,6)	-11.41610		331.49340	JPL
